Theoretical pI,Instability index,Gravy,Target
8.669015312,29.66331325,-0.258433735,Stable
8.61686039,48.17228571,-0.186785714,Less Stable
6.259530449,48.77208437,-0.684863524,Unstable
5.086657906,49.87280164,-0.477709611,Unstable
5.454349327,81.72884892,-1.101438849,Unstable
5.485212898,68.76323907,-0.821079692,Unstable
9.575698662,53.28108108,-0.975945946,Less Stable
5.828463554,72.81159136,-0.825933202,Unstable
5.8382967,51.04427778,-0.531111111,Unstable
9.862518501,60.63125,-0.70725,Less Stable
5.980166817,50.09145833,-0.668421053,Unstable
5.980166817,50.35696468,-0.667218543,Unstable
4.213156319,52.13055556,-0.685,Unstable
5.211419487,55.26636933,-0.549608764,Unstable
5.651921654,52.10817568,-0.288513514,Unstable
8.21638279,60.01935849,-0.434339623,Less Stable
4.488825417,60.83584098,-0.287461774,Unstable
4.60392437,60.65036585,-0.276829268,Unstable
8.703312492,53.98883721,-0.484186047,Less Stable
8.165517235,47.75351801,-0.535457064,Less Stable
7.910738182,58.85338816,-0.319407895,Less Stable
6.084352684,54.43654028,-0.46042654,Unstable
6.292440224,55.07646154,-0.432820513,Unstable
4.845376396,47.67858418,-0.383418367,Unstable
5.645555687,65.39396985,-0.416582915,Unstable
4.966898155,45.57165455,-0.319818182,Unstable
4.969740105,46.64383636,-0.323818182,Unstable
5.925487709,49.36969697,-0.481818182,Unstable
6.661325264,50.36440678,-0.363728814,Unstable
7.943552589,61.96677843,-0.15335277,Less Stable
8.497142601,62.13894444,-0.578333333,Less Stable
5.250411034,52.85862609,-0.69773913,Unstable
5.876663017,50.05636538,-0.399038462,Unstable
5.541995049,45.5786942,-0.403459821,Unstable
8.808524895,58.63740991,-0.560585586,Less Stable
6.525593758,65.00141509,-0.760849057,Unstable
5.836079979,57.21861905,-0.08,Unstable
4.771315193,55.53185185,-0.421851852,Unstable
7.938910866,57.275,-0.426388889,Less Stable
8.870092201,42.65482625,0.022007722,Stable
8.374201393,49.70115385,-0.134615385,Less Stable
8.626401711,52.80423077,-0.130384615,Less Stable
6.585217857,40.46709804,-0.198039216,Unstable
4.49371357,62.8239924,-0.273764259,Unstable
6.104416847,58.87259684,-0.596413199,Unstable
7.401255226,47.85778169,-0.461267606,Less Stable
5.705066109,40.71195946,-0.372747748,Unstable
5.073414421,46.97952381,-0.098571429,Unstable
8.309926414,58.47660976,-0.773170732,Less Stable
4.99810276,47.75299685,-0.155835962,Unstable
4.563682365,51.94582868,-0.395158287,Unstable
7.889334679,40.66627208,-0.123674912,Less Stable
5.532787132,41.67031469,-0.390559441,Unstable
9.038290215,26.2955157,-0.092376682,Stable
4.638709831,42.45232653,-0.38,Unstable
5.618102455,60.35005263,-0.350526316,Unstable
4.37560215,47.12492337,-0.387547893,Unstable
5.732917213,58.90384615,-0.63548951,Unstable
4.994806099,46.33952641,-0.510746812,Unstable
5.787312126,47.9978355,-0.325541126,Unstable
5.62344532,45.86940966,-0.373345259,Unstable
6.06826725,50.93764259,-0.456653992,Unstable
6.201099968,50.17783985,-0.448230912,Unstable
5.257459068,65.13008489,-0.745670628,Unstable
5.152818489,55.92193548,-0.716129032,Unstable
6.129823875,48.22708333,-0.336458333,Unstable
8.544526863,38.54548872,-0.35037594,Stable
5.197834969,63.09796438,-0.736726039,Unstable
6.283516502,50.70162393,-0.207350427,Unstable
6.005403328,50.47888889,-0.288148148,Unstable
5.442697334,48.49693498,-0.091331269,Unstable
6.238272667,54.96140097,-0.004347826,Unstable
4.766768074,50.32841905,-0.245714286,Unstable
4.727719688,57.45053512,-0.640802676,Unstable
5.62344532,45.52486583,-0.374239714,Unstable
5.750707817,61.20857651,-0.764412811,Unstable
4.91096859,48.95217978,-0.183820225,Unstable
5.286503792,59.48341256,-0.76434635,Unstable
5.554670143,47.06088015,-0.473782772,Unstable
5.239895821,62.3610017,-0.725636672,Unstable
6.122491646,68.32874317,-0.58579235,Unstable
5.927988625,41.81551095,-0.164051095,Unstable
4.866918373,47.96120567,-0.505673759,Unstable
6.013076591,41.83284672,-0.16459854,Unstable
5.166516685,63.54677298,-0.787992495,Unstable
8.775259209,50.48749075,0.001554404,Stable
5.729847908,49.04243553,-0.080229226,Unstable
4.834576988,50.09980431,-0.32074364,Unstable
4.748863792,54.94819277,-0.420080321,Unstable
4.827528954,46.16226006,-0.516408669,Unstable
5.853586388,43.62133987,-0.058169935,Unstable
5.186239815,56.47042969,-0.40546875,Unstable
4.483653069,58.33030303,-0.431818182,Unstable
4.870783424,50.32572193,-0.112834225,Unstable
8.948356819,36.94115226,-0.230864198,Stable
5.415073586,55.50171375,-0.58079096,Unstable
7.155085564,52.89422492,-0.606079027,Less Stable
8.972016716,39.48901914,-0.192822967,Stable
6.868617058,62.01104651,-0.448837209,Unstable
4.961441612,44.99609346,-0.449345794,Unstable
4.514005089,62.01804598,-0.292337165,Unstable
5.988578987,46.23002128,-0.134255319,Unstable
5.293438148,43.85810662,-0.413235294,Unstable
5.605541039,38.47085427,0.053768844,Stable
8.595843697,31.91400901,-0.358108108,Stable
6.232929802,57.42421708,-0.759430605,Unstable
8.561739922,56.46688492,-1.008333333,Less Stable
4.485642433,60.45640977,-0.444360902,Unstable
4.482914162,56.09343985,-0.387781955,Unstable
9.357473183,45.37398119,-0.331974922,Less Stable
9.30570507,45.35517241,-0.325574713,Less Stable
5.307704735,58.53144279,-0.720895522,Unstable
8.893558693,55.31015564,-0.409338521,Less Stable
9.389062691,36.99626437,-0.331321839,Stable
4.985427666,33.76461126,-0.439946381,Less Stable
6.38429203,40.98671756,-0.532366412,Unstable
7.853941536,40.19174528,-0.363443396,Less Stable
8.003572655,42.61390887,-0.100479616,Less Stable
7.386022377,36.93378119,-0.330902111,Stable
7.394889259,41.35263021,-0.095052083,Less Stable
5.481006813,55.9704321,-0.485493827,Unstable
6.317222023,40.73351852,-0.343518519,Unstable
6.509678841,45.6216763,-0.084971098,Unstable
4.912957954,46.66279683,-0.189709763,Unstable
4.88902874,58.51446945,-0.090032154,Unstable
7.394889259,41.35263021,-0.095052083,Less Stable
5.026863289,34.28096515,-0.44691689,Less Stable
6.298976707,39.58335878,-0.522290076,Less Stable
4.485187721,66.4660161,-0.914285714,Unstable
7.66532917,43.34665072,-0.388755981,Less Stable
5.586954689,49.48137255,-0.285294118,Unstable
4.927338219,58.26762821,-0.086217949,Unstable
4.501955223,55.22765038,-0.387218045,Unstable
4.930805397,39.51828571,-0.377142857,Less Stable
5.94623394,54.82388715,-0.330721003,Unstable
5.686138725,57.66453202,-0.630049261,Unstable
6.298976707,39.58335878,-0.522290076,Less Stable
4.883856392,57.8498419,-0.420355731,Unstable
6.132040596,41.70075567,-0.322166247,Unstable
8.267957497,38.43863309,-0.168105516,Stable
7.405916023,41.88934896,-0.079427083,Less Stable
7.66532917,43.34665072,-0.388755981,Less Stable
5.609178734,39.99047619,0.069924812,Stable
5.586954689,49.48137255,-0.285294118,Unstable
5.062444496,38.88114754,-0.382786885,Less Stable
6.38429203,40.98671756,-0.532366412,Unstable
6.725723839,41.80046225,-0.541294299,Unstable
5.942255211,40.07079482,-0.315157116,Unstable
6.161483192,39.83902494,-0.102040816,Less Stable
5.403876305,48.01927374,-0.176536313,Unstable
7.015204811,39.55320334,0.083844011,Stable
5.388700294,48.91256983,-0.17849162,Unstable
8.785122871,50.09769821,-0.283631714,Less Stable
4.879081917,46.04177215,-0.186708861,Unstable
5.981303596,52.95087209,-0.642877907,Unstable
4.879081917,46.04177215,-0.186708861,Unstable
4.879081917,45.77310127,-0.184177215,Unstable
4.89408741,42.15047297,-0.529054054,Unstable
4.879081917,46.65126582,-0.185443038,Unstable
8.341258049,39.47737789,-0.228534704,Stable
4.812693977,41.12984305,-0.521076233,Unstable
8.645033073,31.23517442,-0.222965116,Stable
4.376454735,36.67455919,-0.33929471,Less Stable
8.341258049,39.18410256,-0.228974359,Stable
5.037435341,43.06727074,-0.54279476,Unstable
8.838180351,38.43381089,-0.142406877,Stable
4.812693977,41.12984305,-0.521076233,Unstable
8.502557945,32.18427928,-0.326126126,Stable
8.62801342,36.78553191,-0.299574468,Stable
4.938819695,54.55782689,-0.668876611,Unstable
5.710238457,47.19726257,-0.398510242,Unstable
5.637314034,49.437,-0.3788,Unstable
4.050028419,47.91199115,-1.548672566,Unstable
8.314052391,34.98030303,-0.272121212,Stable
6.209227943,46.76040201,0.136180905,Less Stable
7.413361931,34.76556818,-0.505871212,Stable
5.454065132,66.8032,-0.734666667,Unstable
4.050028419,47.8454185,-1.503524229,Unstable
4.979118538,49.00914894,-0.417234043,Unstable
5.703417778,38.62437186,0.04120603,Stable
4.774498177,40.50185185,-0.597530864,Unstable
8.489019585,34.17480198,-0.39950495,Stable
7.806879616,40.5938806,-0.388723051,Less Stable
6.678149605,41.84267399,-0.49029304,Unstable
5.073869133,35.67916667,-0.20625,Less Stable
8.602419472,51.38874346,-0.215968586,Less Stable
5.454065132,66.8032,-0.734666667,Unstable
4.612620735,53.13784644,-0.327902622,Unstable
6.376164055,43.72327586,-0.262643678,Unstable
5.819255638,41.20836431,-0.314312268,Unstable
4.890904427,69.54015267,-0.32480916,Unstable
4.890904427,69.82793893,-0.308015267,Unstable
8.643034554,46.92905028,-0.351955307,Less Stable
8.658893776,57.74190698,-0.276744186,Less Stable
5.523408699,54.58705628,-0.348051948,Unstable
5.112121773,55.81881226,-0.411494253,Unstable
4.851230812,44.19051491,-0.274796748,Unstable
8.427710152,40.57546012,-0.622699387,Less Stable
7.062267494,61.40047414,-0.715301724,Less Stable
8.091378593,55.69625,-0.52125,Less Stable
5.665165138,38.63823529,0.059411765,Stable
5.192662621,50.31842105,-0.52575188,Unstable
5.247512245,56.42868601,-0.653754266,Unstable
7.786443138,51.58613879,-0.699288256,Less Stable
8.598357964,46.60762852,-0.274626866,Less Stable
5.533867073,50.90824176,-0.238186813,Unstable
8.064237404,54.79626556,-0.353941909,Less Stable
7.129166985,40.67142857,-0.204358354,Less Stable
6.098676109,42.47086614,-0.188188976,Unstable
6.008415794,50.60947274,-0.270598749,Unstable
8.565027809,35.38367347,-0.643265306,Stable
9.027523994,39.68934156,-0.348148148,Stable
9.032294655,40.00816239,-0.427777778,Less Stable
9.155429268,33.59833898,-0.178644068,Stable
8.863323021,38.97915493,-0.181126761,Stable
9.115910149,38.98128472,-0.209027778,Stable
7.056015205,43.40166667,-0.645666667,Less Stable
9.00695858,35.62633333,-0.344814815,Stable
9.104241371,37.00876494,-0.403585657,Stable
8.665082741,59.23937173,-0.419895288,Less Stable
9.347480583,34.53589744,-0.988461538,Stable
9.07877636,34.60394737,-0.063157895,Stable
8.935076332,38.56465116,-0.520930233,Stable
9.19681797,48.99130435,-0.568379447,Less Stable
9.07877636,35.57972656,-0.535546875,Stable
9.519030952,58.18597826,-0.220652174,Less Stable
8.501139641,58.28349206,-0.351587302,Less Stable
8.498045158,44.59732824,-0.722519084,Less Stable
8.228438377,38.45454545,-0.033636364,Stable
7.325545692,38.2720339,0.061440678,Stable
7.39091053,29.66161616,0.383838384,Stable
9.082322121,26.43076923,-0.503846154,Stable
7.917894173,48.98553628,-0.060252366,Less Stable
6.217583275,37.27539543,-0.175395431,Less Stable
7.683801842,64.14224444,-0.744,Less Stable
9.315504265,50.63205078,-0.321484375,Less Stable
8.544526863,38.54548872,-0.35037594,Stable
9.761432076,56.74856322,-0.524137931,Less Stable
7.634124565,42.35761124,-0.319203747,Less Stable
8.672432137,64.96885965,-0.043421053,Less Stable
9.384549904,49.12639752,-0.440062112,Less Stable
4.766768074,50.32841905,-0.245714286,Unstable
8.402825356,48.37020408,-0.610204082,Less Stable
9.138474083,60.27988827,-0.610055866,Less Stable
4.727719688,57.45053512,-0.640802676,Unstable
5.62344532,45.52486583,-0.374239714,Unstable
5.853586388,43.62133987,-0.058169935,Unstable
8.948356819,36.94115226,-0.230864198,Stable
8.260350227,38.99042506,-0.547203579,Stable
7.799336815,38.29152439,-0.108536585,Stable
9.039192772,37.75666667,-0.177358491,Stable
8.680039406,57.57590604,-0.523825503,Less Stable
8.356601524,38.25995169,-0.260869565,Stable
8.948356819,36.94115226,-0.230864198,Stable
5.608951378,43.04070524,-0.542133816,Unstable
4.875330544,53.7090708,-0.59800885,Unstable
8.701636314,57.30246305,-0.663054187,Less Stable
5.950894737,48.83966038,-0.482264151,Unstable
8.85777874,64.86248485,-0.766666667,Less Stable
5.299917793,46.90886029,-0.422426471,Unstable
8.980075264,44.11163859,-0.362940276,Less Stable
8.26744175,33.03708399,-0.05562599,Stable
8.212708092,43.54096983,-0.01637931,Less Stable
7.823125648,37.7248125,0.015625,Stable
8.703183556,39.27,-0.174146341,Stable
8.065655708,49.68496774,0.076774194,Stable
8.577212334,47.28809111,-0.000867679,Less Stable
8.58133831,47.6506681,0.032974138,Stable
8.550264549,36.62779258,-0.061941009,Stable
7.474293327,43.3180292,0.036982968,Stable
9.108496284,47.0922,-0.124727273,Less Stable
8.282011604,36.97731629,-0.267731629,Stable
8.552069664,38.26378788,-0.097878788,Stable
8.000026894,41.9793578,-0.183486239,Less Stable
8.056952477,39.44122924,-0.190863787,Stable
9.844338417,33.47267081,-0.256728778,Stable
8.056952477,39.49021631,-0.194176373,Stable
7.081876945,38.59512228,0.016576087,Stable
6.030526161,39.02860636,-0.037775061,Less Stable
9.275727272,33.74305328,-0.024795082,Stable
7.426946449,36.75238953,-0.102454992,Stable
8.425582695,39.50936709,-0.122151899,Stable
6.734192848,36.03123367,-0.017271408,Less Stable
8.884210777,45.59916488,-0.013704497,Less Stable
6.524229622,39.89553314,-0.065706052,Less Stable
8.802787209,38.89788632,-0.159680284,Stable
8.991486168,46.95705776,-0.126895307,Less Stable
6.282379723,37.16104202,-0.146722689,Less Stable
5.974596596,37.67014614,-0.108977035,Less Stable
6.363204765,19.66923077,-0.246923077,Less Stable
8.919474983,27.32307692,-0.31025641,Stable
7.741663933,25.36423841,-0.084768212,Stable
8.34003315,30.42822967,-0.297607656,Stable
8.113749123,34.53296703,-0.338186813,Stable
7.10074749,28.58994083,-0.255029586,Stable
6.016145897,32.25014925,-0.37880597,Less Stable
5.468615913,31.70394737,-0.094078947,Less Stable
5.331122398,49.22591195,-0.532389937,Unstable
5.799816704,36.84380531,-0.327876106,Less Stable
9.300418663,26.63575758,-0.069090909,Stable
9.307961464,37.0427957,-0.276344086,Stable
6.720153618,27.59585799,-0.300295858,Less Stable
8.433705711,33.15914826,-0.204258675,Stable
8.655670357,24.60453172,-0.26918429,Stable
7.732001305,45.31641026,-0.503589744,Less Stable
8.848559761,28.1871134,-0.295876289,Stable
9.049765587,35.6605,0.145909091,Stable
5.699098015,31.72236842,-0.314473684,Less Stable
9.35399189,42.61330472,-0.397854077,Less Stable
6.047293663,55.44625192,-0.433794163,Unstable
8.182407951,51.49122302,-0.166618705,Less Stable
8.182407951,50.86681223,-0.162008734,Less Stable
8.332232475,29.16917293,-0.192230576,Stable
6.413620949,47.68005865,-0.025513196,Unstable
5.669200706,35.24008097,-0.614979757,Less Stable
6.382586861,55.08825203,-0.714837398,Unstable
5.669200706,32.85263158,-0.634817814,Less Stable
6.202748299,60.97794479,-0.560276074,Unstable
7.763092232,26.12140351,-0.358596491,Stable
7.115639305,26.40615836,-0.295601173,Stable
5.719105339,42.56803419,-0.046495726,Unstable
6.249640465,32.2188755,-0.262650602,Less Stable
5.70949955,53.88324691,-0.538395062,Unstable
5.974482918,48.30672566,-0.364424779,Unstable
5.488680077,39.45214447,-0.228893905,Less Stable
5.572517586,39.83732143,-0.283214286,Less Stable
5.657435036,48.2946,-0.3284,Unstable
10.41772022,46.50637255,-0.417156863,Less Stable
6.458466911,30.24661355,-0.393227092,Less Stable
8.153655052,26.98928571,-0.348901099,Stable
5.422974205,40.89164786,-0.228668172,Unstable
5.91082325,49.04884547,-0.367673179,Unstable
8.526991463,33.7325228,-0.323100304,Stable
8.720396614,34.84156627,-0.339156627,Stable
5.346184731,30.37727273,-0.449173554,Less Stable
9.646033669,39.15060976,0.073170732,Stable
9.653769875,39.88976608,-0.011549708,Stable
7.111887932,30.95,-0.278176796,Stable
8.316824532,25.95644444,-0.328888889,Stable
7.075567818,28.38764045,-0.285393258,Stable
5.995001793,49.69481481,-0.135555556,Unstable
8.965569878,39.76947368,0.013582343,Stable
8.535501289,35.96158537,-0.336280488,Stable
5.346184731,28.24008264,-0.470661157,Less Stable
8.096536064,29.58025974,-0.262597403,Stable
6.456079674,41.20197628,-0.110671937,Unstable
8.77319622,21.47456647,-0.322543353,Stable
8.179442406,26.60409836,-0.157786885,Stable
9.63359127,41.74764095,0.139762611,Stable
6.081112862,29.73587786,-0.42519084,Less Stable
9.49840107,40.02210366,0.092682927,Stable
6.467276955,37.35983827,-0.401617251,Less Stable
7.658735847,30.5870317,-0.336023055,Stable
