Theoretical pI,Instability index,Gravy,Target
9.025525475,38.61904153,-0.06884984,Stable
6.95506916,34.35342446,-0.06,Less Stable
8.822127724,43.19804718,-0.14180865,Less Stable
6.00921154,31.49227373,-0.429801325,Less Stable
5.585135841,49.28281654,-0.236434109,Unstable
9.048411751,50.53353261,-0.10615942,Less Stable
7.114843559,44.94734513,-0.114380531,Less Stable
9.73532238,22.44978836,-0.289417989,Stable
8.24706974,42.73307573,-0.28114374,Less Stable
7.083354759,47.600672,-0.07904,Less Stable
5.8450037,35.82594937,-0.099683544,Less Stable
5.396771431,54.4803169,-0.476408451,Unstable
8.748375893,47.58174797,-0.427235772,Less Stable
6.194734001,35.65555556,-0.166013072,Less Stable
7.684370232,42.44861111,0.067592593,Stable
7.828540993,46.93085308,-0.01943128,Less Stable
5.732462502,50.92904881,-0.265331665,Unstable
8.364917946,43.08641304,-0.213858696,Less Stable
6.00921154,31.49227373,-0.429801325,Less Stable
6.19649601,55.51932939,-0.296449704,Unstable
8.141406059,42.07068404,-0.270521173,Less Stable
8.595392418,26.1484127,-0.18452381,Stable
6.796033669,30.73521505,-0.311290323,Less Stable
7.083354759,47.600672,-0.07904,Less Stable
4.929952812,36.62601881,-0.37523511,Less Stable
9.641456413,18.51984127,0.003968254,Stable
7.263022804,44.50410689,-0.21954993,Less Stable
8.739737129,36.65181818,-0.5184573,Stable
8.161455727,32.28559783,-0.395652174,Stable
7.184130287,33.41530055,-0.303278689,Stable
8.886531639,31.3006044,-0.365384615,Stable
6.5524786,58.10590631,-0.360285132,Unstable
5.673293114,49.47079646,-0.449026549,Unstable
6.20996685,46.59056364,-0.267818182,Unstable
8.501397514,35.76419753,-0.348641975,Stable
5.77526226,48.41369369,-0.454594595,Unstable
6.389066505,34.83041096,-0.343835616,Less Stable
5.999719429,49.189375,-0.3575,Unstable
8.739737129,36.65181818,-0.5184573,Stable
8.161455727,32.28559783,-0.395652174,Stable
6.389066505,34.83041096,-0.343835616,Less Stable
7.045272636,34.54952681,-0.110725552,Stable
5.77526226,48.13537906,-0.453971119,Unstable
9.005088997,40.29387097,-0.260806452,Less Stable
9.048411751,50.53353261,-0.10615942,Less Stable
5.758835793,40.2219403,-0.204477612,Unstable
5.760427284,36.99218586,-0.177617801,Less Stable
6.594766808,38.62302483,-0.076072235,Less Stable
9.627079964,35.7976044,-0.128791209,Stable
6.134200478,51.9971875,-0.38171875,Unstable
6.132211113,51.77546875,-0.39234375,Unstable
8.187114143,39.217,-0.219591837,Stable
6.262599754,36.87058824,-0.010333863,Less Stable
8.588494301,37.28906069,-0.124132948,Stable
6.551455498,36.96640254,-0.026624406,Less Stable
6.445109749,37.18272583,-0.02155309,Less Stable
5.897579765,37.69671362,-0.029107981,Less Stable
7.04169178,40.78126068,-0.212820513,Less Stable
5.894453621,40.12453125,-0.01890625,Unstable
6.262656593,37.00556439,-0.002702703,Less Stable
5.897579765,37.41859375,-0.018125,Less Stable
9.342967796,39.74214559,-0.226819923,Stable
5.894453621,40.12453125,-0.015,Unstable
8.839211845,42.25221239,-0.255752212,Less Stable
9.496918297,39.55370732,0.031219512,Stable
9.425422859,38.41263736,-0.423076923,Stable
8.093957329,30.86258065,-0.166451613,Stable
5.78651638,34.82623904,-0.072916667,Less Stable
6.398615456,41.41137821,-0.267788462,Unstable
9.243299675,37.40111607,-0.237723214,Stable
8.169772148,41.68781701,-0.289727127,Less Stable
7.772811699,39.28843537,-0.148979592,Stable
6.526673698,37.28922345,-0.025673534,Less Stable
7.082956886,41.09118943,-0.518942731,Less Stable
5.958852196,40.45,-0.01234375,Unstable
5.963512993,37.03863636,-0.033766234,Less Stable
5.958852196,40.58265625,-0.02,Unstable
6.024728584,40.434375,-0.015,Unstable
5.958852196,41.67234375,-0.009375,Unstable
6.445109749,36.89318542,-0.025356577,Less Stable
8.804012108,34.3795791,-0.094484761,Stable
7.412225151,39.26711185,-0.24490818,Stable
8.836310768,44.25838521,0.067509728,Stable
8.759206581,37.98964072,-0.192215569,Stable
6.043769646,53.59827856,-0.384820031,Unstable
6.100153923,53.59859375,-0.3903125,Unstable
5.897579765,37.41859375,-0.0175,Less Stable
6.445109749,36.52662441,-0.032646593,Less Stable
6.262656593,36.5281399,-0.005564388,Less Stable
8.016595268,40.48648707,-0.261853448,Less Stable
5.794587517,40.30171875,-0.02703125,Unstable
8.467487144,48.36047312,-0.233333333,Less Stable
7.997061348,35.21843552,-0.196828753,Stable
8.438734245,42.15229752,-0.181322314,Less Stable
7.741436577,33.6583121,-0.231210191,Stable
8.287298012,41.67381404,-0.227514231,Less Stable
7.772811699,40.13431818,-0.159318182,Less Stable
8.481154442,35.42694476,-0.163810598,Stable
5.897579765,37.6534375,-0.02359375,Less Stable
5.866829872,39.15265625,0.00734375,Stable
6.445109749,36.52662441,-0.024405705,Less Stable
8.44492321,37.50625723,-0.12066474,Stable
5.762189293,36.99742147,-0.177094241,Less Stable
9.139956856,104.3101563,-0.597851562,Less Stable
9.072651863,60.77515152,-0.475757576,Less Stable
9.073683357,69.4034398,-0.69041769,Less Stable
8.389286995,43.84132258,-0.224193548,Less Stable
8.139858818,34.51547771,-0.247133758,Stable
8.00176754,38.73163724,-0.290850722,Stable
7.750644493,37.300176,-0.26384,Stable
6.043712807,41.07699681,-0.242651757,Unstable
5.958852196,39.521875,-0.02046875,Less Stable
9.802305031,32.77954248,-0.120479303,Stable
9.127772331,29.52821212,-0.190606061,Stable
9.772585106,63.83058824,-0.089803922,Less Stable
5.958852196,40.58265625,-0.02,Unstable
5.896670341,40.64875,-0.02375,Unstable
6.290735054,36.33571429,-0.013149351,Less Stable
5.760427284,36.99218586,-0.177617801,Less Stable
5.699041176,36.80109948,-0.178926702,Less Stable
8.808847237,45.85251948,-0.09974026,Less Stable
6.412825203,37.70657439,0.069550173,Stable
5.958852196,40.31734375,-0.02375,Unstable
6.550943947,35.46133122,0.001901743,Stable
8.804012108,34.29252174,-0.105797101,Stable
8.890335274,42.89957413,-0.417981073,Less Stable
6.100153923,53.86390625,-0.390625,Unstable
7.751724434,40.48648707,-0.261853448,Less Stable
6.545771599,45.52925926,-0.413333333,Unstable
5.887803459,39.84515625,-0.02921875,Less Stable
7.956446266,32.97113164,0.088452656,Stable
6.445109749,36.52662441,-0.038351823,Less Stable
7.520446587,33.71793722,0.061659193,Stable
6.262656593,36.5281399,-0.005564388,Less Stable
5.395464134,45.42924069,-0.289684814,Unstable
5.897579765,37.41859375,-0.0175,Less Stable
6.26282711,36.7181672,-0.02170418,Less Stable
5.894453621,40.12453125,-0.019375,Unstable
9.193981361,34.215311,0.014832536,Stable
9.193981361,35.10195122,0.002926829,Stable
7.772811699,40.13431818,-0.158409091,Less Stable
6.628699684,40.2367377,-0.265409836,Unstable
6.719983101,36.48239095,-0.249757674,Less Stable
9.014114571,103.310101,-0.558181818,Less Stable
7.137579155,38.21531532,-0.072522523,Stable
9.232984734,39.23281938,-0.207488987,Stable
9.095796013,36.64971429,-0.131428571,Stable
6.183252525,42.85167199,-0.192438765,Unstable
5.824030113,36.94665813,-0.154801536,Less Stable
5.760427284,36.99218586,-0.177617801,Less Stable
6.903288841,37.59103215,-0.110152284,Less Stable
5.857508278,49.20577367,-0.633718245,Unstable
8.978592491,43.56778846,-0.451442308,Less Stable
9.282883263,42.95020619,-0.145704467,Less Stable
5.144178963,43.6811828,0.034946237,Less Stable
8.898329353,31.62056452,-0.160483871,Stable
9.298806953,36.27744681,-0.317446809,Stable
6.192403603,35.58857143,-0.183428571,Less Stable
6.337115669,36.46377892,-0.062982005,Less Stable
10.07648907,47.51422414,-0.698706897,Less Stable
5.94509716,62.79060052,-0.419321149,Unstable
5.095808983,28.81125,-0.26125,Less Stable
9.356248283,33.97586207,-0.221551724,Stable
4.676848793,35.93780488,-0.526219512,Less Stable
8.470775032,22.81054422,0.01462585,Stable
6.239977837,45.31680328,-0.170491803,Unstable
7.8425951,39.6568546,-0.008753709,Stable
9.121003151,53.69021739,-0.544565217,Less Stable
9.204231834,49.91097724,-0.546184739,Less Stable
9.514453697,48.57666667,-0.431578947,Less Stable
8.113362312,35.55714286,-0.353846154,Stable
9.016693306,33.73069307,-0.049108911,Stable
6.189050102,54.63940972,-0.361111111,Unstable
7.655893898,30.09759459,-0.425135135,Stable
6.374117851,29.71008152,-0.3875,Less Stable
8.113362312,36.46994536,-0.35136612,Stable
6.190186882,55.42829861,-0.360590278,Unstable
7.672490883,30.71565934,-0.339010989,Stable
7.655893898,28.7197035,-0.426684636,Stable
8.113362312,34.55054945,-0.332417582,Stable
7.139113808,36.71101928,-0.353443526,Stable
8.148433113,30.22072581,-0.399462366,Stable
7.655893898,29.28132791,-0.416802168,Stable
8.148433113,29.40919137,-0.391105121,Stable
8.703570366,25.04005236,-0.203403141,Stable
6.006596947,47.88266667,-0.555619048,Unstable
8.226310921,36.7478972,-0.243691589,Stable
6.865604591,43.53009756,0.014146341,Less Stable
8.703570366,23.96439791,-0.213612565,Stable
5.644077873,50.89272727,-0.499669421,Unstable
6.009836769,47.49945652,-0.514130435,Unstable
9.021657372,33.71326733,-0.048712871,Stable
8.148433113,29.40919137,-0.396226415,Stable
5.848641396,42.86733871,-0.42641129,Unstable
5.740192604,46.27724138,-0.509655172,Unstable
7.672490883,30.90247253,-0.352197802,Stable
6.865604591,43.53009756,0.014146341,Less Stable
5.747070122,46.98723292,-0.365323993,Unstable
5.727290154,47.31665499,-0.34676007,Unstable
7.655893898,29.5330914,-0.434946237,Stable
5.570982933,47.02295972,-0.341155867,Unstable
6.397592354,53.08815081,-0.352244165,Unstable
7.672490883,31.57417582,-0.34478022,Stable
6.56987133,38.31460055,-0.349862259,Less Stable
5.774807549,42.84525253,-0.419393939,Unstable
8.788668633,31.93524838,-0.382721382,Stable
5.786118507,48.05204044,-0.385110294,Unstable
5.626741982,48.62825688,-0.519633028,Unstable
7.672490883,31.84450549,-0.328296703,Stable
5.739055824,44.99741379,-0.52,Unstable
5.859440804,46.12771084,-0.513425129,Unstable
6.521671867,33.38136095,-0.276923077,Less Stable
6.841050148,38.27425,-0.39575,Less Stable
6.255892754,54.52795139,-0.367013889,Unstable
8.056114388,37.21428571,-0.438983051,Stable
8.670433617,35.98814229,-0.367193676,Stable
7.655893898,28.7197035,-0.417520216,Stable
7.655893898,29.5330914,-0.425806452,Stable
6.56987133,37.94710744,-0.363360882,Less Stable
5.657321358,49.16319626,-0.345607477,Unstable
8.113362312,34.55054945,-0.332417582,Stable
5.767304802,52.12173913,-0.489043478,Unstable
6.386906624,37.73939394,-0.371900826,Less Stable
5.642656898,47.64406196,-0.511531842,Unstable
6.006596947,47.88266667,-0.540380952,Unstable
6.374117851,29.71008152,-0.3875,Less Stable
6.188765907,39.18455717,0.018035427,Stable
6.036664772,36.71637717,-0.336972705,Less Stable
6.139884377,36.75866337,-0.345792079,Less Stable
5.748661613,47.13591944,-0.361120841,Unstable
4.871181297,45.81486989,-0.348327138,Unstable
9.155042458,36.88133495,-0.07961165,Stable
4.853731728,36.17272727,-0.467878788,Less Stable
9.402794456,38.35033133,-0.165060241,Stable
7.064256859,47.8559387,-0.12605364,Less Stable
8.922118187,37.40471572,-0.232441472,Stable
9.554810905,40.8900303,-0.102727273,Less Stable
8.856876183,32.21407407,-0.145925926,Stable
7.64230938,37.2415978,-0.37107438,Stable
6.100153923,53.86390625,-0.390625,Unstable
5.799134636,45.01256454,-0.525817556,Unstable
5.593320656,45.76040146,-0.552737226,Unstable
6.009836769,47.49945652,-0.528623188,Unstable
8.110848045,37.16793478,-0.349728261,Stable
9.138731956,50.16260949,-0.177007299,Less Stable
6.132211113,51.77546875,-0.39234375,Unstable
9.457205772,32.60364501,0.027099842,Stable
5.800157738,46.29018933,-0.515490534,Unstable
6.56987133,37.10413223,-0.350688705,Less Stable
8.431900597,21.78424658,-0.228082192,Stable
8.661085701,22.68235294,-0.170980392,Stable
6.7414114,51.66026616,-0.41121673,Unstable
6.217753792,52.60840336,-0.420168067,Unstable
9.472355843,30.13684211,-0.437593985,Stable
9.4732584,44.85748031,-0.334645669,Less Stable
5.407627678,63.65154639,-0.343298969,Unstable
7.733820152,26.63445378,-0.111764706,Stable
5.801408195,47.08166667,-0.203448276,Unstable
5.650955391,32.04470588,0.415294118,Stable
4.665367317,46.45907173,-0.408016878,Unstable
5.039595222,44.58378378,-0.184459459,Unstable
8.92837162,43.61557377,-0.313934426,Less Stable
7.700512505,30.92592593,0.179365079,Stable
5.578542519,67.18505155,-0.406185567,Unstable
8.284525871,36.42510843,-0.103373494,Stable
5.578428841,65.80360825,-0.389175258,Unstable
9.09669857,38.28516129,-0.15483871,Stable
5.262119865,59.90657277,-0.238497653,Unstable
6.504165459,50.03804714,-0.262626263,Unstable
6.753574944,51.44707904,-0.316151203,Unstable
5.862112236,49.82216693,-0.482504013,Unstable
6.941711998,48.652,-0.198556701,Unstable
6.303580666,46.73971119,-0.523646209,Unstable
5.659253883,49.02330658,-0.484109149,Unstable
9.515743065,37.97619048,-0.469047619,Stable
5.768612099,47.08668342,-0.608291457,Unstable
9.932273293,53.37984496,-0.417829457,Less Stable
6.776424217,31.78723404,-0.191843972,Less Stable
8.978399086,38.02386719,-0.09140625,Stable
5.578428841,62.55808081,-0.361616162,Unstable
9.064077568,29.84471545,-0.165447154,Stable
8.898329353,30.85806452,-0.19516129,Stable
8.545171547,38.84780702,-0.16754386,Stable
8.898329353,31.16209677,-0.181451613,Stable
5.977495384,31.82822967,-0.107177033,Less Stable
9.165744209,55.82874251,-0.065269461,Less Stable
6.776424217,31.78723404,-0.191843972,Less Stable
6.184275627,27.94957983,-0.211764706,Less Stable
6.184275627,26.02352941,-0.223529412,Less Stable
9.253421211,50.5856383,-0.218085106,Less Stable
5.278034782,42.46367713,-0.502690583,Unstable
8.515902901,31.62972973,-0.119459459,Stable
8.898329353,31.16209677,-0.181451613,Stable
7.093756294,30.57459677,-0.177419355,Stable
6.499845695,17.04369748,-0.149579832,Less Stable
6.501778221,20.41260504,-0.147058824,Less Stable
8.293615913,42.58308824,-0.135294118,Less Stable
8.90284214,29.97453988,-0.041717791,Stable
5.855518913,58.14084507,-0.423004695,Unstable
6.272148705,35.02204545,0.260606061,Stable
9.165292931,22.71860465,-0.260465116,Stable
6.69190464,31.21583333,0.1775,Stable
9.090703011,50.30056364,-0.188363636,Less Stable
8.798661232,43.7703653,-0.386149163,Less Stable
8.936688042,49.82866788,-0.152919708,Less Stable
9.138731956,50.23603291,-0.175868373,Less Stable
8.877119255,50.31801818,-0.178909091,Less Stable
8.936688042,50.18012774,-0.162773723,Less Stable
8.992711067,50.41738574,-0.168190128,Less Stable
9.090703011,50.30056364,-0.188363636,Less Stable
8.936688042,49.9014808,-0.156489945,Less Stable
8.877119255,49.96783636,-0.169090909,Less Stable
8.936688042,50.25358318,-0.166361974,Less Stable
9.138731956,50.23603291,-0.175868373,Less Stable
6.435447121,55.96721311,-0.389435337,Unstable
9.138731956,50.16260949,-0.172262774,Less Stable
6.650071144,44.54538211,0.010569106,Less Stable
7.672718239,32.14038462,-0.340934066,Stable
7.118538094,30.31799401,-0.416766467,Stable
8.884855461,38.82959502,-0.304984424,Stable
5.612134361,50.87885986,-0.562707838,Unstable
7.672490883,31.61126374,-0.340934066,Stable
9.046542168,34.77287129,-0.046930693,Stable
6.80382061,38.53642857,-0.449642857,Less Stable
6.256802177,54.73242321,-0.351535836,Unstable
7.897973442,43.7136748,0.015934959,Stable
5.768157387,54.51551724,-0.319211823,Unstable
6.369798088,29.2269419,-0.473700306,Less Stable
8.156104851,31.14478022,-0.312637363,Stable
8.673850441,40.30292398,-0.361111111,Less Stable
5.547565269,40.48452055,0.026484018,Less Stable
7.113195229,29.13506739,-0.395687332,Stable
8.779385185,45.94016043,0.089304813,Stable
8.029875755,32.16019185,-0.257793765,Stable
7.65242672,32.2302799,-0.344529262,Stable
6.374117851,29.71008152,-0.3875,Less Stable
8.905807686,32.44237624,-0.031089109,Stable
8.143469048,32.82746114,-0.396891192,Stable
8.156104851,32.08681319,-0.329395604,Stable
6.042632866,51.59434276,-0.295507488,Unstable
7.542670631,43.13058537,0.003577236,Stable
8.546589851,41.81809816,-0.321165644,Less Stable
6.865604591,43.25058537,0.002439024,Less Stable
5.675452995,46.70141856,-0.358669002,Unstable
6.374117851,29.71008152,-0.3875,Less Stable
8.831991386,31.27663366,-0.034257426,Stable
6.139259148,53.44545455,-0.34171123,Unstable
8.541883659,37.49910112,-0.293033708,Stable
8.113362312,34.55054945,-0.332417582,Stable
6.137497139,53.73471616,-0.381004367,Unstable
8.143533516,32.38937824,-0.386528497,Stable
6.865604591,43.12798374,-0.000487805,Unstable
6.255892754,55.37678883,-0.37574171,Unstable
6.661609459,22.7862069,-0.055172414,Less Stable
5.768157387,53.43325123,-0.315763547,Unstable
6.649218559,42.3743252,0.004878049,Less Stable
6.56987133,36.20606061,-0.341597796,Less Stable
6.190073204,54.5125,-0.348263889,Unstable
8.113362312,36.46994536,-0.35136612,Stable
5.728426933,45.02873905,-0.37145359,Unstable
6.044735909,47.47807554,-0.544604317,Unstable
6.560549736,29.18671196,-0.3875,Less Stable
5.682785225,48.40049751,-0.191044776,Unstable
8.523703575,36.37251732,-0.33556582,Stable
5.977097511,47.40431779,-0.443868739,Unstable
7.909384346,26.6183871,-0.180967742,Stable
6.291076088,37.07151899,-0.034968354,Less Stable
8.568444633,30.88712575,-0.282934132,Stable
7.158041191,43.49806504,-0.001138211,Less Stable
8.094859886,33.0072973,-0.451891892,Stable
6.729191017,29.70089286,-0.309821429,Less Stable
8.365369225,37.69668367,-0.415306122,Stable
6.010120964,47.47106691,-0.513743219,Unstable
9.315117455,34.91555556,0.016825397,Stable
5.860804939,48.02461274,-0.51394148,Unstable
5.809422493,53.76104348,-0.509391304,Unstable
7.297183037,29.05723473,-0.22733119,Stable
5.970561028,43.34878505,-0.393831776,Unstable
7.26830883,33.45090361,-0.272289157,Stable
8.760818291,29.08480243,-0.274772036,Stable
8.06720295,29.00969613,-0.422099448,Stable
8.786154366,17.22478632,0.152564103,Stable
6.440448952,39.50977236,0.034146341,Stable
5.716433907,53.88834783,-0.501391304,Unstable
6.29039402,36.90253165,-0.017879747,Less Stable
6.095095253,44.80236686,-0.464497041,Unstable
5.702224159,53.88424544,-0.493200663,Unstable
8.941007423,32.35287129,-0.024554455,Stable
8.928113747,31.52,-0.239393939,Stable
6.785177422,29.44466667,-0.229333333,Less Stable
6.680309486,35.13069977,-0.06275395,Less Stable
7.575466728,42.78404615,0.083230769,Stable
6.102654839,46.29599237,-0.179770992,Unstable
5.640610695,46.54096386,-0.527022375,Unstable
5.646749306,47.85613126,-0.489982729,Unstable
6.385201454,39.0564433,-0.210309278,Less Stable
9.457334709,33.97317881,-0.453311258,Stable
5.675339317,44.21659326,-0.115025907,Unstable
5.829884529,43.58279614,-0.103856749,Unstable
7.691929817,29.77058282,-0.485276074,Stable
8.928113747,29.95045872,-0.255045872,Stable
6.192801476,48.25613126,-0.439378238,Unstable
8.568509102,30.88712575,-0.290419162,Stable
6.522694969,34.22071006,-0.297633136,Less Stable
6.2915308,37.9193038,-0.042563291,Less Stable
5.750707817,37.01740614,-0.038054608,Less Stable
8.060691643,32.60754258,-0.246715328,Stable
7.603431511,27.42416667,-0.5325,Stable
8.945391273,35.99009901,-0.053465347,Stable
8.928113747,31.52,-0.239393939,Stable
8.103692055,37.29338843,-0.35261708,Stable
8.366271782,39.35152284,-0.408121827,Stable
7.272628593,33.59695652,-0.245217391,Stable
8.360340691,35.64030227,-0.40302267,Stable
8.550200081,38.05112219,-0.427930175,Stable
8.13141346,39.6671875,-0.358125,Stable
6.199451637,39.60962963,0.00691358,Stable
8.989229774,30.02587413,-0.092307692,Stable
8.425582695,40.42944984,-0.348543689,Less Stable
8.15494442,40.82898502,-0.350915141,Less Stable
8.703634834,24.68950276,-0.246961326,Stable
6.046725273,37.66410628,0.035587762,Stable
9.016693306,34.28019802,-0.059009901,Stable
6.865604591,43.53009756,0.010243902,Less Stable
6.190527916,57.56701389,-0.373958333,Unstable
8.634911537,30.76978022,-0.352197802,Stable
5.727290154,46.79686515,-0.348161121,Unstable
6.374572563,52.92244165,-0.335906643,Unstable
8.022977638,38.28988235,-0.408705882,Stable
6.140395927,40.30647482,-0.31822542,Unstable
6.23076992,54.36770833,-0.351215278,Unstable
5.748661613,47.13591944,-0.361120841,Unstable
6.322849083,56.23087971,-0.361220826,Unstable
7.162645149,38.19667519,-0.385677749,Stable
7.655893898,28.7197035,-0.417520216,Stable
7.672490883,31.36703297,-0.345604396,Stable
7.667489052,36.67595628,-0.35136612,Stable
6.374117851,29.71008152,-0.3875,Less Stable
6.914770317,33.76025641,-0.006891026,Less Stable
8.936623573,50.48092727,-0.184545455,Less Stable
5.99011364,36.82671875,-0.00859375,Less Stable
8.997481728,50.75074545,-0.183454545,Less Stable
8.03606472,43.74642651,0.020028818,Stable
9.483831215,33.26537162,-0.153209459,Stable
5.989261055,39.25003906,-0.269726562,Less Stable
8.936623573,50.48092727,-0.18,Less Stable
8.936688042,49.40347905,-0.177777778,Less Stable
8.301867867,45.2284101,0.040416048,Stable
9.045575142,50.2845922,-0.154432624,Less Stable
9.090831947,50.67674545,-0.183090909,Less Stable
8.936623573,49.18783636,-0.177454545,Less Stable
9.040417671,52.73583636,-0.192181818,Less Stable
6.190527916,56.00192308,-0.358391608,Unstable
6.374117851,30.27611413,-0.390217391,Less Stable
7.162645149,38.32055838,-0.351269036,Stable
6.190527916,56.59721254,-0.356620209,Unstable
8.156104851,32.23516484,-0.33956044,Stable
6.837298775,41.06036585,-0.419207317,Unstable
9.155042458,36.21701456,-0.068446602,Stable
6.256176949,56.23802083,-0.354861111,Unstable
7.672490883,31.61126374,-0.340934066,Stable
7.703070259,25.47942857,-0.222857143,Stable
6.374117851,29.71008152,-0.3875,Less Stable
7.162645149,38.19667519,-0.385677749,Stable
6.324554253,54.0489547,-0.363066202,Unstable
8.103627586,37.96518106,-0.367688022,Stable
5.696881294,53.74817391,-0.485217391,Unstable
5.71171627,52.28591304,-0.494434783,Unstable
5.70051899,46.76781411,-0.508950086,Unstable
8.392639351,34.75769231,-0.341208791,Stable
6.2757864,45.216,-0.476347826,Unstable
6.163643074,43.40803383,-0.443128964,Unstable
6.179785347,43.61143498,-0.469730942,Unstable
7.139113808,36.86556474,-0.352341598,Stable
6.687130165,49.88588921,-0.014577259,Unstable
7.205672264,50.00925874,-0.02041958,Less Stable
7.206013298,49.81965368,-0.042279942,Less Stable
9.184955788,48.19419173,-0.188909774,Less Stable
8.836826515,43.67877083,0.004583333,Stable
7.655893898,29.5330914,-0.425806452,Stable
5.727290154,46.79686515,-0.352714536,Unstable
8.563351631,36.0595,-0.43525,Stable
5.827213097,54.1773913,-0.500869565,Unstable
5.556318474,57.53653846,-0.323076923,Unstable
7.655893898,28.7197035,-0.417520216,Stable
5.805045891,48.18711434,-0.521778584,Unstable
6.188765907,39.0631401,0.014009662,Stable
5.748718452,46.86989492,-0.362171629,Unstable
8.477479744,42.35526201,-0.363318777,Less Stable
9.17489872,34.74747475,-0.166161616,Stable
6.865604591,44.054,0.019674797,Less Stable
6.399240685,54.29775087,-0.359515571,Unstable
9.016693306,34.11207921,-0.058217822,Stable
5.761507225,45.53390706,-0.519104991,Unstable
5.657321358,48.60842991,-0.351962617,Unstable
7.64230938,37.09232877,-0.353150685,Stable
5.701769447,46.93683305,-0.509122203,Unstable
8.113362312,34.55054945,-0.332417582,Stable
5.871888542,48.19728261,-0.527898551,Unstable
6.324554253,54.64895833,-0.361284722,Unstable
8.113362312,36.46994536,-0.35136612,Stable
6.30278492,46.04440433,-0.518953069,Unstable
6.275843239,45.76574871,-0.495008606,Unstable
6.376164055,25.0963964,0.21981982,Stable
6.941200447,51.03468041,-0.208041237,Unstable
7.968888664,38.70318681,-0.247723705,Stable
8.936623573,49.81580762,-0.177132486,Less Stable
9.138731956,50.23603291,-0.175868373,Less Stable
8.992711067,50.34363139,-0.16459854,Less Stable
8.992711067,50.41738574,-0.168190128,Less Stable
8.936623573,50.48092727,-0.180727273,Less Stable
9.090703011,50.30056364,-0.188363636,Less Stable
8.047862434,48.58626841,-0.221603928,Less Stable
5.048348427,29.47575758,-0.076363636,Less Stable
7.529370308,42.24294309,0.026341463,Stable
7.414953423,31.18180579,-0.05911414,Stable
6.325463676,55.27269565,-0.356521739,Unstable
7.638046455,35.99257426,-0.398514851,Stable
7.672718239,30.61565934,-0.320879121,Stable
7.206013298,48.90767677,-0.032467532,Less Stable
9.138731956,50.23603291,-0.175868373,Less Stable
6.193313026,48.0437931,-0.448275862,Unstable
6.216446495,51.52480916,-0.433015267,Unstable
5.590592384,48.22906639,-0.481950207,Unstable
8.936623573,50.48092727,-0.184727273,Less Stable
8.992711067,50.41738574,-0.172212066,Less Stable
8.626659584,38.07873311,-0.308277027,Stable
8.099308205,38.06876712,-0.363561644,Stable
8.072102547,28.40924581,-0.391899441,Stable
8.832120323,34.50871287,-0.006930693,Stable
8.869640923,37.84438907,-0.313987138,Stable
9.090703011,50.30056364,-0.188363636,Less Stable
8.779127312,31.32612613,-0.238438438,Stable
7.258816719,32.2158209,-0.265671642,Stable
7.064256859,47.8559387,-0.12605364,Less Stable
5.023509789,42.78762542,-0.391638796,Unstable
5.054600716,32.55711765,-0.038235294,Less Stable
5.330440331,24.44172662,-0.215827338,Less Stable
9.259029961,44.2295082,-0.313934426,Less Stable
9.4732584,50.1328,-0.3376,Less Stable
8.218058968,50.42758621,0.245812808,Stable
6.210421562,37.68101266,-0.015981013,Less Stable
8.8813097,51.7382,-0.176727273,Less Stable
8.977883339,40.10700258,-0.095348837,Less Stable
8.671529579,22.936,-0.2336,Stable
8.898329353,31.16209677,-0.181451613,Stable
8.898329353,31.16209677,-0.181451613,Stable
8.661085701,24.81209677,-0.227419355,Stable
6.52883358,42.08938776,-0.275918367,Unstable
5.853586388,36.80642857,-0.320357143,Less Stable
8.614926338,30.73160622,-0.36865285,Stable
6.525195885,54.45953757,-0.416763006,Unstable
5.768157387,52.72118227,-0.313793103,Unstable
7.672718239,32.14038462,-0.340934066,Stable
5.977495384,31.82822967,-0.107177033,Less Stable
8.365369225,37.88903061,-0.406632653,Stable
6.650071144,44.54538211,0.010569106,Less Stable
7.118538094,29.57495413,-0.470030581,Stable
8.945391273,36.35168317,-0.044554455,Stable
8.80472126,37.12570533,-0.013479624,Stable
8.568444633,30.88712575,-0.282934132,Stable
8.779127312,31.32612613,-0.238438438,Stable
6.760054588,29.43006006,-0.422222222,Less Stable
8.779127312,31.32612613,-0.238438438,Stable
6.042632866,51.59434276,-0.295507488,Unstable
8.556453514,39.03545918,-0.398469388,Stable
6.2757864,29.50204778,-0.211262799,Less Stable
8.763719368,33.92079208,-0.011485149,Stable
6.374117851,29.71008152,-0.3875,Less Stable
5.727290154,46.79686515,-0.348161121,Unstable
6.255892754,55.08275261,-0.373170732,Unstable
8.007698631,21.79770992,-0.252671756,Stable
6.093446922,48.87754237,-0.565254237,Unstable
6.397592354,54.27863555,-0.358527828,Unstable
7.703070259,25.47942857,-0.222857143,Stable
6.436527061,30.67598039,-0.107843137,Less Stable
7.830668449,45.92113402,-0.459793814,Less Stable
8.113362312,34.18406593,-0.332417582,Stable
8.563351631,35.726,-0.43525,Stable
9.059306908,36.91941327,-0.018112245,Stable
6.17006588,42.41795367,-0.220656371,Unstable
9.05163517,34.20277228,-0.055247525,Stable
6.952113533,57.88850575,-0.364942529,Unstable
7.76036396,37.82210797,-0.388946015,Stable
6.255892754,55.67916667,-0.371354167,Unstable
7.002700233,26.09583333,0.164166667,Stable
5.578542519,67.18505155,-0.406185567,Unstable
5.769521523,49.74524313,-0.43551797,Unstable
